ID,Grant Agency,Term,Start Year,Organization Name,Project Title,Support Year,Grant Type,Award Amount,State,TermCode,AgencyCode
27,NIH,bicultural,2003,YALE UNIVERSITY,MEDICATION ADHERENCE IN LATINOS,4.0,2.0,157869.0,CT,6,1
28,NIH,bicultural,2002,YALE UNIVERSITY,MEDICATION ADHERENCE IN LATINOS,3.0,2.0,156265.0,CT,6,1
29,NIH,bicultural,2001,YALE UNIVERSITY,MEDICATION ADHERENCE IN LATINOS,2.0,2.0,153640.0,CT,6,1
30,NIH,bicultural,2000,YALE UNIVERSITY,MEDICATION ADHERENCE IN LATINOS,1.0,1.0,150758.0,CT,6,1
31,NIH,bicultural,2012,RUSH UNIVERSITY MEDICAL CENTER,CHINESE HEALTH AND AGING PROJECT: BUILDING SUPPORT THROUGH COMMUNITY ENGAGEMENT,2.0,2.0,145188.0,IL,6,1
32,NIH,bicultural,2011,RUSH UNIVERSITY MEDICAL CENTER,CHINESE HEALTH AND AGING PROJECT: BUILDING SUPPORT THROUGH COMMUNITY ENGAGEMENT,1.0,1.0,187703.0,IL,6,1
33,NIH,bicultural,2010,RUSH UNIVERSITY MEDICAL CENTER,BUILDING RESEARCH INFRASTRUCTURE & NETWORK IN CHICAGO CHINATOWN,1.0,1.0,998229.0,IL,6,1
34,NIH,bicultural,2015,RUSH UNIVERSITY MEDICAL CENTER,FILIAL PIETY AND PSYCHOSOCIAL WELL-BEING IN CHINESE POPULATION,4.0,2.0,334373.0,IL,6,1
35,NIH,bicultural,2014,RUSH UNIVERSITY MEDICAL CENTER,FILIAL PIETY AND PSYCHOSOCIAL WELL-BEING IN CHINESE POPULATION,3.0,2.0,335397.0,IL,6,1
36,NIH,bicultural,2013,RUSH UNIVERSITY MEDICAL CENTER,FILIAL PIETY AND PSYCHOSOCIAL WELL-BEING IN CHINESE POPULATION,2.0,2.0,319194.0,IL,6,1
37,NIH,bicultural,2012,RUSH UNIVERSITY MEDICAL CENTER,FILIAL PIETY AND PSYCHOSOCIAL WELL-BEING IN CHINESE POPULATION,1.0,1.0,360347.0,IL,6,1
38,NIH,bicultural,2015,RUSH UNIVERSITY MEDICAL CENTER,SUICIDE PREVENTION IN CHINESE OLDER ADULTS,2.0,2.0,202456.0,IL,6,1
39,NIH,bicultural,2014,RUSH UNIVERSITY MEDICAL CENTER,SUICIDE PREVENTION IN CHINESE OLDER ADULTS,1.0,1.0,215706.0,IL,6,1
40,NIH,bicultural,2015,RUSH UNIVERSITY MEDICAL CENTER,CULTURE AND CAREGIVING NEED FOR CHINESE ELDERLY WITH COGNITIVE IMPAIRMENT,1.0,1.0,669165.0,IL,6,1
41,NIH,bicultural,2002,SAN DIEGO STATE UNIVERSITY,INNOVATIVE NUTRITION COMMUNICATION FOR LATINOS,4.0,2.0,651711.0,CA,6,1
42,NIH,bicultural,2001,SAN DIEGO STATE UNIVERSITY,INNOVATIVE NUTRITION COMMUNICATION FOR LATINOS,3.0,2.0,692726.0,CA,6,1
43,NIH,bicultural,2001,SAN DIEGO STATE UNIVERSITY,INNOVATIVE NUTRITION COMMUNICATION FOR LATINOS,2.0,2.0,2356.0,CA,6,1
44,NIH,bicultural,2000,SAN DIEGO STATE UNIVERSITY,INNOVATIVE NUTRITION COMMUNICATION FOR LATINOS,2.0,2.0,601537.0,CA,6,1
45,NIH,bicultural,1999,SAN DIEGO STATE UNIVERSITY,INNOVATIVE NUTRITION COMMUNICATION FOR LATINOS,1.0,1.0,451650.0,CA,6,1
46,NIH,bicultural,2007,UNIVERSITY OF SOUTHERN CALIFORNIA,MULTIFACETED ONCOLOGY DEPRESSION PROGRAM FOR LATINOS,4.0,2.0,60468.0,CA,6,1
47,NIH,bicultural,2007,UNIVERSITY OF SOUTHERN CALIFORNIA,MULTIFACETED ONCOLOGY DEPRESSION PROGRAM FOR LATINOS,4.0,2.0,561599.0,CA,6,1
48,NIH,bicultural,2006,UNIVERSITY OF SOUTHERN CALIFORNIA,MULTIFACETED ONCOLOGY DEPRESSION PROGRAM FOR LATINOS,3.0,2.0,59881.0,CA,6,1
49,NIH,bicultural,2006,UNIVERSITY OF SOUTHERN CALIFORNIA,MULTIFACETED ONCOLOGY DEPRESSION PROGRAM FOR LATINOS,3.0,2.0,636980.0,CA,6,1
50,NIH,bicultural,2005,UNIVERSITY OF SOUTHERN CALIFORNIA,MULTIFACETED ONCOLOGY DEPRESSION PROGRAM FOR LATINOS,2.0,2.0,34001.0,CA,6,1
51,NIH,bicultural,2005,UNIVERSITY OF SOUTHERN CALIFORNIA,MULTIFACETED ONCOLOGY DEPRESSION PROGRAM FOR LATINOS,2.0,2.0,659874.0,CA,6,1
52,NIH,bicultural,2004,UNIVERSITY OF SOUTHERN CALIFORNIA,MULTIFACETED ONCOLOGY DEPRESSION PROGRAM FOR LATINOS,1.0,1.0,663091.0,CA,6,1
53,NIH,bicultural,2008,UNIVERSITY OF SOUTHERN CALIFORNIA,MULTIFACETED DEPRESSION DIABETES PROGRAM FOR HISPANICS,4.0,2.0,683969.0,CA,6,1
54,NIH,bicultural,2007,UNIVERSITY OF SOUTHERN CALIFORNIA,MULTIFACETED DEPRESSION DIABETES PROGRAM FOR HISPANICS,3.0,2.0,823406.0,CA,6,1
55,NIH,bicultural,2006,UNIVERSITY OF SOUTHERN CALIFORNIA,MULTIFACETED DEPRESSION DIABETES PROGRAM FOR HISPANICS,2.0,2.0,113073.0,CA,6,1
56,NIH,bicultural,2006,UNIVERSITY OF SOUTHERN CALIFORNIA,MULTIFACETED DEPRESSION DIABETES PROGRAM FOR HISPANICS,2.0,2.0,714393.0,CA,6,1
57,NIH,bicultural,2005,UNIVERSITY OF SOUTHERN CALIFORNIA,MULTIFACETED DEPRESSION DIABETES PROGRAM FOR HISPANICS,1.0,1.0,729792.0,CA,6,1
58,NIH,bicultural,1992,SALK INSTITUTE FOR BIOLOGICAL STUDIES,THEORETICAL ISSUES IN SIGN LANGUAGE RESEARCH,1.0,1.0,40535.0,CA,6,1
59,NIH,bicultural,1997,UNIVERSITY OF TEXAS EL PASO,MENTAL HEALTH RESEARCH DEVELOPMENT,6.0,2.0,559682.0,TX,6,1
60,NIH,bicultural,1995,UNIVERSITY OF TEXAS EL PASO,MENTAL HEALTH RESEARCH DEVELOPMENT,4.0,2.0,465240.0,TX,6,1
61,NIH,bicultural,1992,UNIVERSITY OF TEXAS EL PASO,ADM RESEARCH DEVELOPMENT AT THE UNIV OF TEXAS AT EL PASO,3.0,2.0,505226.0,TX,6,1
62,NIH,bicultural,1998,UNIVERSITY OF CALIFORNIA DAVIS,LIFESTYLE AND OVARIAN FUNCTION IN MID-LIFE WOMEN,5.0,2.0,395390.0,CA,6,1
63,NIH,bicultural,1997,UNIVERSITY OF CALIFORNIA DAVIS,LIFESTYLE AND OVARIAN FUNCTION IN MID-LIFE WOMEN,4.0,2.0,521880.0,CA,6,1
64,NIH,bicultural,1995,UNIVERSITY OF CALIFORNIA DAVIS,LIFESTYLE AND OVARIAN FUNCTION IN MID-LIFE WOMEN,2.0,2.0,574841.0,CA,6,1
65,NIH,bicultural,1994,UNIVERSITY OF CALIFORNIA DAVIS,LIFESTYLE AND OVARIAN FUNCTION IN MID-LIFE WOMEN,1.0,1.0,344615.0,CA,6,1
66,NIH,bicultural,2002,UNIVERSITY OF OREGON,CULTURE SPECIFIC MODELS OF MEN'S AGGRESSION,3.0,2.0,385122.0,OR,6,1
67,NIH,bicultural,2001,UNIVERSITY OF OREGON,CULTURE SPECIFIC MODELS OF MEN'S AGGRESSION,2.0,2.0,367969.0,OR,6,1
68,NIH,bicultural,2000,PENNSYLVANIA STATE UNIVERSITY-UNIV PARK,CULTURE SPECIFIC MODELS OF MEN'S AGGRESSION,1.0,1.0,352879.0,PA,6,1
69,NIH,bicultural,2012,UNIVERSITY OF CALIFORNIA LOS ANGELES,LATINA MOTHERS' COPING PROCESSES WHILE THEIR YOUNG ADULT SONS ARE INCARCERATED,2.0,2.0,36799.0,CA,6,1
70,NIH,bicultural,2011,UNIVERSITY OF CALIFORNIA LOS ANGELES,LATINA MOTHERS' COPING PROCESSES WHILE THEIR YOUNG ADULT SONS ARE INCARCERATED,1.0,1.0,36367.0,CA,6,1
71,NIH,bicultural,2001,UNIVERSITY OF MINNESOTA TWIN CITIES,AMERICAN INDIAN MS TO PHD NURSING SCIENCE BRIDGE,1.0,1.0,620070.0,MN,6,1
72,NIH,bicultural,2005,CANCER PREVENTION INSTIT OF CALIFORNIA,PLANT FOODS AND ENDOMETRIAL CANCER EPIDEMIOLOGY,2.0,2.0,69700.0,CA,6,1
73,NIH,bicultural,2004,CANCER PREVENTION INSTIT OF CALIFORNIA,PLANT FOODS AND ENDOMETRIAL CANCER EPIDEMIOLOGY,1.0,1.0,69700.0,CA,6,1
74,NIH,bicultural,1999,SAN DIEGO STATE UNIVERSITY,NINOS SANOS--REDUCING ETS EXPOSURE IN LATINO ASTHMATICS,4.0,2.0,596836.0,CA,6,1
75,NIH,bicultural,1998,SAN DIEGO STATE UNIVERSITY,NINOS SANOS--REDUCING ETS EXPOSURE IN LATINO ASTHMATICS,3.0,2.0,9204.0,CA,6,1
76,NIH,bicultural,1998,SAN DIEGO STATE UNIVERSITY,NINOS SANOS--REDUCING ETS EXPOSURE IN LATINO ASTHMATICS,3.0,2.0,799985.0,CA,6,1
77,NIH,bicultural,1997,SAN DIEGO STATE UNIVERSITY,NINOS SANOS--REDUCING ETS EXPOSURE IN LATINO ASTHMATICS,2.0,2.0,776013.0,CA,6,1
78,NIH,bicultural, ,Not Applicable,AHEC SPECIAL INITIATIVES,499.0,2.0,1993.0,,6,1
79,NIH,bicultural, ,Not Applicable,AHEC SPECIAL INITIATIVES,499.0,2.0,1992.0,,6,1
80,NIH,bicultural,2003,UNIVERSITY OF WASHINGTON,CANCER CONTROL IN A VIETNAMESE AMERICAN POPULATION,4.0,2.0,343725.0,WA,6,1
81,NIH,bicultural,2002,UNIVERSITY OF WASHINGTON,CANCER CONTROL IN A VIETNAMESE AMERICAN POPULATION,3.0,2.0,388029.0,WA,6,1
82,NIH,bicultural,2001,UNIVERSITY OF WASHINGTON,CANCER CONTROL IN A VIETNAMESE AMERICAN POPULATION,2.0,2.0,444327.0,WA,6,1
83,NIH,bicultural,2000,UNIVERSITY OF WASHINGTON,CANCER CONTROL IN A VIETNAMESE AMERICAN POPULATION,1.0,1.0,328338.0,WA,6,1
84,NIH,bicultural,1998,NORTHERN CALIFORNIA CANCER CENTER,BREAST CANCER RISK FACTORS IN HISPANIC WOMEN,4.0,2.0,340578.0,CA,6,1
85,NIH,bicultural,1997,NORTHERN CALIFORNIA CANCER CENTER,BREAST CANCER RISK FACTORS IN HISPANIC WOMEN,3.0,2.0,326811.0,CA,6,1
86,NIH,bicultural,1995,NORTHERN CALIFORNIA CANCER CENTER,BREAST CANCER RISK FACTORS IN HISPANIC WOMEN,1.0,1.0,333145.0,CA,6,1
87,NIH,bicultural,2015,OHIO STATE UNIVERSITY,SOUTHEAST ASIAN WOMEN'S HEALTH PROJECT,2.0,2.0,77000.0,OH,6,1
88,NIH,bicultural,2014,OHIO STATE UNIVERSITY,SOUTHEAST ASIAN WOMEN'S HEALTH PROJECT,1.0,1.0,76875.0,OH,6,1
89,NIH,bicultural,2010,RAND CORPORATION,INFORMING LATINAS ABOUT MEDICATIONS TO REDUCE RISK FOR BREAST CANCER,1.0,1.0,0.0,CA,6,1
90,NIH,bicultural,1997,NORTHERN CALIFORNIA CANCER CENTER,PATHWAYS TO EARLY CANCER DETECTION FOR CHINESE AMERICANS,4.0,2.0,15908.0,CA,6,1
91,NIH,bicultural,2010,KAISER FOUNDATION RESEARCH INSTITUTE,CULTURALLY-SENSITIVE WEIGHT LOSS INTERVENTION FOR WOMEN OF MEXICAN ORIGIN,2.0,2.0,237000.0,CA,6,1
92,NIH,bicultural,2009,KAISER FOUNDATION RESEARCH INSTITUTE,CULTURALLY-SENSITIVE WEIGHT LOSS INTERVENTION FOR WOMEN OF MEXICAN ORIGIN,1.0,1.0,197500.0,CA,6,1
93,NIH,bicultural,2015,TEMPLE UNIV OF THE COMMONWEALTH,BREAST CANCER EARLY DETECTION INTERVENTION AT COMMUNITY HEALTH CENTERS IN CHINA,3.0,2.0,51030.0,PA,6,1
94,NIH,bicultural,2014,TEMPLE UNIV OF THE COMMONWEALTH,BREAST CANCER EARLY DETECTION INTERVENTION AT COMMUNITY HEALTH CENTERS IN CHINA,2.0,2.0,51030.0,PA,6,1
95,NIH,bicultural,2013,TEMPLE UNIV OF THE COMMONWEALTH,BREAST CANCER EARLY DETECTION INTERVENTION AT COMMUNITY HEALTH CENTERS IN CHINA,1.0,1.0,56880.0,PA,6,1
96,NIH,bicultural,2012,UNIVERSITY OF WISCONSIN-MADISON,CULTURAL EQUIVALENCE OF AUTISM ASSESSMENT FOR LATINO CHILDREN,2.0,2.0,27250.0,WI,6,1
97,NIH,bicultural,2011,UNIVERSITY OF WISCONSIN-MADISON,CULTURAL EQUIVALENCE OF AUTISM ASSESSMENT FOR LATINO CHILDREN,1.0,1.0,74250.0,WI,6,1
98,NIH,bicultural,2015,UNIVERSITY OF ILLINOIS AT CHICAGO,BAILA: BEING ACTIVE; INCREASING LATINOS HEALTHY AGING,4.0,2.0,397314.0,IL,6,1
99,NIH,bicultural,2014,UNIVERSITY OF ILLINOIS AT CHICAGO,BAILA: BEING ACTIVE; INCREASING LATINOS HEALTHY AGING,3.0,2.0,398091.0,IL,6,1
100,NIH,bicultural,2013,UNIVERSITY OF ILLINOIS AT CHICAGO,BAILA: BEING ACTIVE; INCREASING LATINOS HEALTHY AGING,2.0,2.0,408523.0,IL,6,1
101,NIH,bicultural,2012,UNIVERSITY OF ILLINOIS AT CHICAGO,BAILA: BEING ACTIVE; INCREASING LATINOS HEALTHY AGING,1.0,1.0,449853.0,IL,6,1
102,NIH,bicultural,2009,"FIESTA EDUCATIVA, INC.",A MODEL FOR INCLUSION OF MINORITIES IN GENETIC RESEARCH,2.0,2.0,30000.0,CA,6,1
103,NIH,bicultural,2008,"FIESTA EDUCATIVA, INC.",A MODEL FOR INCLUSION OF MINORITIES IN GENETIC RESEARCH,1.0,1.0,30000.0,CA,6,1
104,NIH,bicultural,1998,"MARIPOSA COMMUNITY HEALTH CENTER, INC.",CAPACITY BUILDING FOR PUBLIC EDUCATION,4.0,2.0,198938.0,AZ,6,1
105,NIH,bicultural,1997,"MARIPOSA COMMUNITY HEALTH CENTER, INC.",CAPACITY BUILDING FOR PUBLIC EDUCATION,3.0,2.0,188038.0,AZ,6,1
106,NIH,bicultural,1995,"MARIPOSA COMMUNITY HEALTH CENTER, INC.",CAPACITY BUILDING FOR PUBLIC EDUCATION,1.0,1.0,178151.0,AZ,6,1
107,NIH,bicultural,2000,UNIVERSITY OF CALIFORNIA LOS ANGELES,LONG-TERM CARE DECISION-MAKING AMONG KOREAN AMER ELDERLY,1.0,1.0,0.0,CA,6,1
108,NIH,bicultural,2010,UNIVERSITY OF CALIFORNIA AT DAVIS,PROMOTING HEPATITIS B SCREENING FOR VIETNAMESE AMERICAN ADULTS,5.0,2.0,435671.0,CA,6,1
109,NIH,bicultural,2009,UNIVERSITY OF CALIFORNIA AT DAVIS,PROMOTING HEPATITIS B SCREENING FOR VIETNAMESE AMERICAN ADULTS,4.0,2.0,417593.0,CA,6,1
110,NIH,bicultural,2008,UNIVERSITY OF CALIFORNIA AT DAVIS,PROMOTING HEPATITIS B SCREENING FOR VIETNAMESE AMERICAN ADULTS,3.0,2.0,447678.0,CA,6,1
111,NIH,bicultural,2007,UNIVERSITY OF CALIFORNIA DAVIS,PROMOTING HEPATITIS B SCREENING FOR VIETNAMESE AMERICAN ADULTS,2.0,2.0,429542.0,CA,6,1
112,NIH,bicultural,2006,UNIVERSITY OF CALIFORNIA DAVIS,PROMOTING HEPATITIS B SCREENING FOR VIETNAMESE AMERICAN ADULTS,1.0,1.0,461588.0,CA,6,1
113,NIH,bicultural,2006,BOSTON MEDICAL CENTER,DEVELOPING A CULTURALLY COMPETENT TRAUMA THERAPY,3.0,2.0,198840.0,MA,6,1
114,NIH,bicultural,2005,BOSTON MEDICAL CENTER,DEVELOPING A CULTURALLY COMPETENT TRAUMA THERAPY,2.0,2.0,203625.0,MA,6,1
115,NIH,bicultural,2004,BOSTON MEDICAL CENTER,DEVELOPING A CULTURALLY COMPETENT TRAUMA THERAPY,1.0,1.0,203625.0,MA,6,1
116,NIH,bicultural,2014,UNIVERSITY OF CALIFORNIA SAN DIEGO,INFORMED CONSENT FOR LATINOS WITH SCHIZOPHRENIA,3.0,2.0,469259.0,CA,6,1
117,NIH,bicultural,2013,UNIVERSITY OF CALIFORNIA SAN DIEGO,INFORMED CONSENT FOR LATINOS WITH SCHIZOPHRENIA,2.0,2.0,436816.0,CA,6,1
118,NIH,bicultural,2012,UNIVERSITY OF CALIFORNIA SAN DIEGO,INFORMED CONSENT FOR LATINOS WITH SCHIZOPHRENIA,1.0,1.0,475378.0,CA,6,1
119,NIH,bicultural,2011,UNIVERSITY OF CALIFORNIA AT DAVIS,THE WESTERN CENTER FOR AGRICULTURAL HEALTH AND SAFETY-RENEWAL,11.0,2.0,1710900.0,CA,6,1
120,NIH,bicultural,2015,"UNIVERSITY OF CALIFORNIA, MERCED",BREAST CANCER PREVENTION MHEALTH INTERVENTION FOR RURAL LATINAS,1.0,1.0,126865.0,CA,6,1
121,NIH,bicultural,2015,UNIVERSITY OF CALIFORNIA AT DAVIS,THE WESTERN CENTER FOR AGRICULTURAL HEALTH AND SAFETY-RENEWAL,15.0,2.0,1844279.0,CA,6,1
122,NIH,bicultural,2010,UNIVERSITY OF CALIFORNIA AT DAVIS,THE WESTERN CENTER FOR AGRICULTURAL HEALTH AND SAFETY AT UC DAVIS,10.0,2.0,936076.0,CA,6,1
123,NIH,bicultural,2009,UNIVERSITY OF CALIFORNIA AT DAVIS,THE WESTERN CENTER FOR AGRICULTURAL HEALTH AND SAFETY AT UC DAVIS,9.0,2.0,974492.0,CA,6,1
124,NIH,bicultural,2008,UNIVERSITY OF CALIFORNIA AT DAVIS,THE WESTERN CENTER FOR AGRICULTURAL HEALTH AND SAFETY AT UC DAVIS,8.0,2.0,991927.0,CA,6,1
125,NIH,bicultural,2007,UNIVERSITY OF CALIFORNIA DAVIS,THE WESTERN CENTER FOR AGRICULTURAL HEALTH AND SAFETY AT UC DAVIS,7.0,2.0,942908.0,CA,6,1
126,NIH,bicultural,2006,UNIVERSITY OF CALIFORNIA DAVIS,THE WESTERN CENTER FOR AGRICULTURAL HEALTH AND SAFETY AT UC DAVIS,6.0,2.0,1304878.0,CA,6,1
127,NIH,bicultural,1994,COLUMBIA UNIV NEW YORK MORNINGSIDE,REDUCING CANCER RISKS AMONG NATIVE AMERICAN ADOLESCENTS,5.0,2.0,522007.0,NY,6,1
128,NIH,bicultural,1993,COLUMBIA UNIV NEW YORK MORNINGSIDE,REDUCING CANCER RISKS AMONG NATIVE AMERICAN ADOLESCENTS,4.0,2.0,491568.0,NY,6,1
129,NIH,bicultural,1992,COLUMBIA UNIV NEW YORK MORNINGSIDE,REDUCING CANCER RISKS AMONG NATIVE AMERICAN ADOLESCENTS,3.0,2.0,472662.0,NY,6,1
130,NIH,bicultural,2015,COLUMBIA UNIV NEW YORK MORNINGSIDE,PREVENTING DRUG ABUSE AMONG HISPANIC ADOLESCENTS,4.0,2.0,661707.0,NY,6,1
131,NIH,bicultural,2014,COLUMBIA UNIV NEW YORK MORNINGSIDE,PREVENTING DRUG ABUSE AMONG HISPANIC ADOLESCENTS,3.0,2.0,681408.0,NY,6,1
132,NIH,bicultural,2013,COLUMBIA UNIV NEW YORK MORNINGSIDE,PREVENTING DRUG ABUSE AMONG HISPANIC ADOLESCENTS,2.0,2.0,666395.0,NY,6,1
133,NIH,bicultural,2012,COLUMBIA UNIV NEW YORK MORNINGSIDE,PREVENTING DRUG ABUSE AMONG HISPANIC ADOLESCENTS,1.0,1.0,704174.0,NY,6,1
134,NIH,bicultural,1998,DUKE UNIVERSITY,CULTURAL EFFECTS ON RETENTION IN AUTOBIOGRAPHICAL MEMORY,3.0,2.0,29160.0,NC,6,1
135,NIH,bicultural,1997,DUKE UNIVERSITY,CULTURAL EFFECTS ON RETENTION IN AUTOBIOGRAPHICAL MEMORY,2.0,2.0,24420.0,NC,6,1
136,NIH,bicultural,2015,NORTHWESTERN UNIVERSITY AT CHICAGO,2/2 - SUICIDE PREVENTION IN CHINESE OLDER ADULTS,2.0,2.0,177831.0,IL,6,1
137,NIH,bicultural,2014,NORTHWESTERN UNIVERSITY AT CHICAGO,2/2 - SUICIDE PREVENTION IN CHINESE OLDER ADULTS,1.0,1.0,191566.0,IL,6,1
138,NIH,bicultural,2004,UNIVERSITY OF TEXAS AUSTIN,DRUG ATTITUDES AND BEHAVIOR ON THE US/MEXICO BORDER,4.0,2.0,254926.0,TX,6,1
139,NIH,bicultural,2003,UNIVERSITY OF TEXAS AUSTIN,DRUG ATTITUDES AND BEHAVIOR ON THE US/MEXICO BORDER,3.0,2.0,254926.0,TX,6,1
140,NIH,bicultural,2002,UNIVERSITY OF TEXAS AUSTIN,DRUG ATTITUDES AND BEHAVIOR ON THE US/MEXICO BORDER,2.0,2.0,295877.0,TX,6,1
141,NIH,bicultural,2001,UNIVERSITY OF TEXAS AUSTIN,DRUG ATTITUDES AND BEHAVIOR ON THE US/MEXICO BORDER,1.0,1.0,306475.0,TX,6,1
142,NIH,bicultural,1999,FRED HUTCHINSON CANCER RESEARCH CENTER,CERVICAL CANCER CONTROL IN A CAMBODIAN POPULATION,4.0,2.0,254461.0,WA,6,1
143,NIH,bicultural,1998,FRED HUTCHINSON CANCER RESEARCH CENTER,CERVICAL CANCER CONTROL IN A CAMBODIAN POPULATION,3.0,2.0,430880.0,WA,6,1
144,NIH,bicultural,1997,FRED HUTCHINSON CANCER RESEARCH CENTER,CERVICAL CANCER CONTROL IN A CAMBODIAN POPULATION,2.0,2.0,470554.0,WA,6,1
145,NIH,bicultural,2007,FRED HUTCHINSON CAN RES CTR,CERVICAL CANCER CONTROL IN VIETNAMESE WOMEN,3.0,2.0,330008.0,WA,6,1
146,NIH,bicultural,2006,FRED HUTCHINSON CANCER RES CTR,CERVICAL CANCER CONTROL IN VIETNAMESE WOMEN,2.0,2.0,516753.0,WA,6,1
147,NIH,bicultural,2005,FRED HUTCHINSON CANCER RESEARCH CENTER,CERVICAL CANCER CONTROL IN VIETNAMESE WOMEN,1.0,1.0,461344.0,WA,6,1
148,NIH,bicultural,2006,JUDGE BAKER CHILDREN'S CENTER,CHILDHOOD BILINGUALISM & DEVELOPMENTAL PSYCHOPATHOLOGY,5.0,2.0,169085.0,MA,6,1
149,NIH,bicultural,2005,JUDGE BAKER CHILDREN'S CENTER,CHILDHOOD BILINGUALISM & DEVELOPMENTAL PSYCHOPATHOLOGY,4.0,2.0,169085.0,MA,6,1
150,NIH,bicultural,2004,JUDGE BAKER CHILDREN'S CENTER,CHILDHOOD BILINGUALISM & DEVELOPMENTAL PSYCHOPATHOLOGY,3.0,2.0,169005.0,MA,6,1
151,NIH,bicultural,2003,JUDGE BAKER CHILDREN'S CENTER,CHILDHOOD BILINGUALISM & DEVELOPMENTAL PSYCHOPATHOLOGY,2.0,2.0,168925.0,MA,6,1
152,NIH,bicultural,2002,JUDGE BAKER CHILDREN'S CENTER,CHILDHOOD BILINGUALISM & DEVELOPMENTAL PSYCHOPATHOLOGY,1.0,1.0,168727.0,MA,6,1
153,NIH,bicultural,2005,UNIVERSITY OF SOUTHERN CALIFORNIA,ACCULTURATION AND DRUG USE IN FAMILY AND PEER CONTEXTS,1.0,2.0,31277.0,CA,6,1
154,NIH,bicultural,1998,NORTHERN CALIFORNIA CANCER CENTER,PATHWAYS TO EARLY CANCER DETECTION FOR CHINESE AMERICANS,5.0,2.0,270002.0,CA,6,1
155,NIH,bicultural,2011,BAYSTATE MEDICAL CENTER,CASE MANAGEMENT FOR UNDERSERVED HISPANIC TYPE 2 DIABETES POPULATIONS,3.0,2.0,603878.0,MA,6,1
156,NIH,bicultural,2010,BAYSTATE MEDICAL CENTER,CASE MANAGEMENT FOR UNDERSERVED HISPANIC TYPE 2 DIABETES POPULATIONS,2.0,2.0,628611.0,MA,6,1
157,NIH,bicultural,2009,BAYSTATE MEDICAL CENTER,CASE MANAGEMENT FOR UNDERSERVED HISPANIC TYPE 2 DIABETES POPULATIONS,1.0,1.0,628900.0,MA,6,1
158,NIH,bicultural,2004,TEXAS CHRISTIAN UNIVERSITY,MEXICAN AMERICANS: FAMILY CAREGIVERS EXPERIENCE,1.0,1.0,208950.0,TX,6,1
159,NIH,bicultural,1999,PALO ALTO MEDICAL FOUNDATION RES INST,HIV PREVENTION AMONG HIGH RISK LATINO COUPLES,6.0,2.0,68732.0,CA,6,1
160,NIH,bicultural,1998,PALO ALTO MEDICAL FOUNDATION RES INST,HIV PREVENTION AMONG HIGH RISK LATINO COUPLES,6.0,2.0,379464.0,CA,6,1
161,NIH,bicultural,1997,AMERICAN INSTITUTES FOR RESEARCH,HIV PREVENTION AMONG HIGH RISK LATINO COUPLES,4.0,2.0,123172.0,DC,6,1
162,NIH,bicultural,2004,SAN DIEGO STATE UNIVERSITY,HAIR NICOTINE FEEDBACK TO REDUCE CHILDREN'S ETS EXPOSURE,2.0,2.0,75500.0,CA,6,1
