FELLOWSHIP IN CLINICAL RESEARCH,NHLBI,6311347,1K30HL004537-01,1,K30,HL,4537,1,,,1887018,"SCOTT, GWENDOLYN BARBARA",Not Applicable,UNIVERSITY OF MIAMI SCHOOL OF MEDICINE, ,2000,200000,
SUPPLEMENTAL PROJECT 1 - CHINA'S INTEGRATED PROGRAMS FOR RESEARCH ON AIDS,NIAID,7962409,3U19AI051915-05S3,3,U19,AI,51915,5,S3,7960,6904968,"SHAO, YIMING ",Not Applicable,NATIONAL CENTER/AIDS/STD CONTROL/PREVENT, ,2009,,60778
CULTURE AND MENTAL HEALTH BEHAVIOR TRAINING PROGRAM,NIMH,7084400,5T32MH019098-15,5,T32,MH,19098,15,,,2435295,"SHWEDER, RICHARD ",Not Applicable,UNIVERSITY OF CHICAGO, ,2006,200220,
CULTURE AND MENTAL HEALTH BEHAVIOR TRAINING PROGRAM,NIMH,6878092,5T32MH019098-14,5,T32,MH,19098,14,,,2435295,"SHWEDER, RICHARD ",Not Applicable,UNIVERSITY OF CHICAGO, ,2005,187699,
CULTURE AND MENTAL HEALTH BEHAVIOR TRAINING PROGRAM,NIMH,6737534,5T32MH019098-13,5,T32,MH,19098,13,,,2435295,"SHWEDER, RICHARD ",Not Applicable,UNIVERSITY OF CHICAGO, ,2004,189613,
CULTURE AND MENTAL HEALTH BEHAVIOR TRAINING PROGRAM,NIMH,6622730,5T32MH019098-12,5,T32,MH,19098,12,,,2435295,"SHWEDER, RICHARD ",Not Applicable,UNIVERSITY OF CHICAGO, ,2003,207168,
CULTURE AND MENTAL HEALTH BEHAVIOR TRAINING PROGRAM,NIMH,6453859,2T32MH019098-11A1,2,T32,MH,19098,11,A1,,2435295,"SHWEDER, RICHARD ",Not Applicable,UNIVERSITY OF CHICAGO, ,2002,197591,
PSYCHOMETRICS OF A MH CULTURAL COMPETENCY SCALE,NIMH,7232412,5R34MH071489-03,5,R34,MH,71489,3,,,1859609,"SIEGEL, CAROLE E",Not Applicable,NATHAN S. KLINE INSTITUTE FOR PSYCH RES, ,2007,56304,
PSYCHOMETRICS OF A MH CULTURAL COMPETENCY SCALE,NIMH,7069108,5R34MH071489-02,5,R34,MH,71489,2,,,1859609,"SIEGEL, CAROLE E",Not Applicable,NATHAN S. KLINE INSTITUTE FOR PSYCH RES, ,2006,247659,
PSYCHOMETRICS OF A MH CULTURAL COMPETENCY SCALE,NIMH,6922747,1R34MH071489-01A1,1,R34,MH,71489,1,A1,,1859609,"SIEGEL, CAROLE E",Not Applicable,NATHAN S. KLINE INSTITUTE FOR PSYCH RES, ,2005,286665,
AIDS KNOWLEDGE & BELIEFS IN MULTIETHNIC SCHOOL CHILDREN,NICHD,3328576,5R01HD027020-03,5,R01,HD,27020,3,,,1962123,"SIEGEL, DAVID ",Not Applicable,UNIVERSITY OF CALIFORNIA SAN FRANCISCO, ,1992,237812,
CLINICAL CORE - SATELLITE,NIA,8092613,5P30AG028383-05,5,P30,AG,28383,5,,9005,1896068,"SMITH, CHARLES B",Not Applicable,UNIVERSITY OF KENTUCKY, ,2010,,113656
CLINICAL CORE - SATELLITE,NIA,7898790,5P30AG028383-04,5,P30,AG,28383,4,,9005,1896068,"SMITH, CHARLES B",Not Applicable,UNIVERSITY OF KENTUCKY, ,2009,,111642
CLINICAL CORE - SATELLITE,NIA,7647290,5P30AG028383-03,5,P30,AG,28383,3,,9005,1896068,"SMITH, CHARLES B",Not Applicable,UNIVERSITY OF KENTUCKY, ,2008,,108584
CLINICAL CORE - SATELLITE,NIA,7459791,5P30AG028383-02,5,P30,AG,28383,2,,9005,1896068,"SMITH, CHARLES B",Not Applicable,UNIVERSITY OF KENTUCKY, ,2007,,107732
CLINICAL CORE - SATELLITE,NIA,7172206,1P30AG028383-01,1,P30,AG,28383,1,,9005,1896068,"SMITH, CHARLES B",Not Applicable,UNIVERSITY OF KENTUCKY, ,2006,,65990
VIRGINIA TECH INITIATIVE FOR MAXIMIZING STUDENT DEVELOPMENT (VT-IMSD),NIGMS,8840959,5R25GM072767-08,5,R25,GM,72767,8,,,2072581,"SMITH, EDWARD J",Not Applicable,VIRGINIA POLYTECHNIC INST AND ST UNIV, ,2015,633340,
VIRGINIA TECH INITIATIVE FOR MAXIMIZING STUDENT DEVELOPMENT (VT-IMSD),NIGMS,8656355,5R25GM072767-07,5,R25,GM,72767,7,,,2072581,"SMITH, EDWARD J",Not Applicable,VIRGINIA POLYTECHNIC INST AND ST UNIV, ,2014,633340,
VIRGINIA TECH INITIATIVE FOR MAXIMIZING STUDENT DEVELOPMENT (VT-IMSD),NIGMS,8517737,5R25GM072767-06,5,R25,GM,72767,6,,,2072581,"SMITH, EDWARD J",Not Applicable,VIRGINIA POLYTECHNIC INST AND ST UNIV, ,2013,611174,
VIRGINIA TECH INITIATIVE FOR MAXIMIZING STUDENT DEVELOPMENT (VT-IMSD),NIGMS,8214445,2R25GM072767-05A1,2,R25,GM,72767,5,A1,,2072581,"SMITH, EDWARD J",Not Applicable,VIRGINIA POLYTECHNIC INST AND ST UNIV, ,2012,398697,
VT INITIATIVE FOR MAXIMIZING STUDENT DIVERSITY,NIGMS,7753178,5R25GM072767-04,5,R25,GM,72767,4,,,2072581,"SMITH, EDWARD J",Not Applicable,VIRGINIA POLYTECHNIC INST AND ST UNIV, ,2010,458965,
VT INITIATIVE FOR MAXIMIZING STUDENT DIVERSITY,NIGMS,7571674,5R25GM072767-03,5,R25,GM,72767,3,,,2072581,"SMITH, EDWARD J",Not Applicable,VIRGINIA POLYTECHNIC INST AND ST UNIV, ,2009,446305,
VT INITIATIVE FOR MAXIMIZING STUDENT DIVERSITY,NIGMS,7339904,5R25GM072767-02,5,R25,GM,72767,2,,,2072581,"SMITH, EDWARD J",Not Applicable,VIRGINIA POLYTECHNIC INST AND ST UNIV, ,2008,434014,
VT INITIATIVE FOR MAXIMIZING STUDENT DIVERSITY,NIGMS,7187125,1R25GM072767-01A2,1,R25,GM,72767,1,A2,,2072581,"SMITH, EDWARD J",Not Applicable,VIRGINIA POLYTECHNIC INST AND ST UNIV, ,2007,268183,
CORE--DEMONSTRATION AND INFORMATION DISSEMINATION,NIA,6336226,5P60AG013629-06,5,P60,AG,13629,6,,9007,6207829,"SMITH, MARC ",Not Applicable,WASHINGTON UNIVERSITY, ,2000,,131321
CORE--DEMONSTRATION AND INFORMATION DISSEMINATION,NIA,6201061,5P60AG013629-05,5,P60,AG,13629,5,,9007,6207829,"SMITH, MARC ",Not Applicable,WASHINGTON UNIVERSITY, ,1999,,131321
CORE--DEMONSTRATION AND INFORMATION DISSEMINATION,NIA,6098681,5P60AG013629-04,5,P60,AG,13629,4,,9007,6207829,"SMITH, MARC ",Not Applicable,WASHINGTON UNIVERSITY, ,1998,,131321
CORE--DEMONSTRATION AND INFORMATION DISSEMINATION,NIA,6234586,5P60AG013629-03,5,P60,AG,13629,3,,9007,6207829,"SMITH, MARC ",Not Applicable,WASHINGTON UNIVERSITY, ,1997,,133205
CORE--DEMONSTRATION AND INFORMATION DISSEMINATION,NIA,5205045,5P60AG013629-02,5,P60,AG,13629,2,,9007,6207829,"SMITH, MARC ",Not Applicable,, ,1996,,
UCI MRRC CENTER FOR MRDD DISORDERS OF PLASTICITY,NICHD,2403239,5P30HD028202-03,5,P30,HD,28202,3,,,3077599,"SPENCE, M ANNE",Not Applicable,UNIVERSITY OF CALIFORNIA IRVINE, ,1997,509735,
UCI MRRC CENTER FOR MRDD DISORDERS OF PLASTICITY,NICHD,2200947,1P30HD028202-01A3,1,P30,HD,28202,1,A3,,3077599,"SPENCE, M ANNE",Not Applicable,UNIVERSITY OF CALIFORNIA IRVINE, ,1995,512181,
DUKE RESEARCH TRAINING PROGRAM FOR PEDIATRICIANS,NICHD,7052021,5T32HD043029-05,5,T32,HD,43029,5,,,8428111,"ST. GEME, JOSEPH W.",Not Applicable,DUKE UNIVERSITY, ,2006,248344,
DUKE RESEARCH TRAINING PROGRAM FOR PEDIATRICIANS,NICHD,6884011,5T32HD043029-04,5,T32,HD,43029,4,,,8428111,"ST. GEME, JOSEPH W.",Not Applicable,DUKE UNIVERSITY, ,2005,215154
CENTER FOR MOLECULAR & CELLULAR STUDIES OF PED DISEASE,NICHD,7166800,5K12HD043494-05,5,K12,HD,43494,5,,,8428111,"ST. GEME, JOSEPH W.",Not Applicable,DUKE UNIVERSITY, ,2007,429521
CENTER FOR MOLECULAR & CELLULAR STUDIES OF PED DISEASE,NICHD,7001196,5K12HD043494-04,5,K12,HD,43494,4,,,8428111,"ST. GEME, JOSEPH W.",Not Applicable,DUKE UNIVERSITY, ,2006,432000
NEUROPSYCHOLOGY AND COGNITION IN AGING,NIA,8458099,5T32AG000261-15,5,T32,AG,261,15,,,1859473,"STERN, YAAKOV ",Not Applicable,COLUMBIA UNIVERSITY HEALTH SCIENCES, ,2013,207138
NEUROPSYCHOLOGY AND COGNITION IN AGING,NIA,8253784,5T32AG000261-14,5,T32,AG,261,14,,,1859473,"STERN, YAAKOV ",Not Applicable,COLUMBIA UNIVERSITY HEALTH SCIENCES, ,2012,245448
NEUROPSYCHOLOGY AND COGNITION IN AGING,NIA,8068737,5T32AG000261-13,5,T32,AG,261,13,,,1859473,"STERN, YAAKOV ",Not Applicable,COLUMBIA UNIVERSITY HEALTH SCIENCES, ,2011,241988
NEUROPSYCHOLOGY AND COGNITION IN AGING,NIA,7807160,5T32AG000261-12,5,T32,AG,261,12,,,1859473,"STERN, YAAKOV ",Not Applicable,COLUMBIA UNIVERSITY HEALTH SCIENCES, ,2010,238605
NEUROPSYCHOLOGY AND COGNITION IN AGING,NIA,7632421,2T32AG000261-11,2,T32,AG,261,11,,,1859473,"STERN, YAAKOV ",Not Applicable,COLUMBIA UNIVERSITY HEALTH SCIENCES, ,2009,236933
NEUROPSYCHOLOGY AND COGNITION IN AGING,NIA,7410145,5T32AG000261-10,5,T32,AG,261,10,,,1859473,"STERN, YAAKOV ",Not Applicable,COLUMBIA UNIVERSITY HEALTH SCIENCES, ,2008,23810
NEUROPSYCHOLOGY AND COGNITION IN AGING,NIA,7227483,5T32AG000261-09,5,T32,AG,261,9,,,1859473,"STERN, YAAKOV ",Not Applicable,COLUMBIA UNIVERSITY HEALTH SCIENCES, ,2007,140193
NEUROPSYCHOLOGY AND COGNITION IN AGING,NIA,7055227,5T32AG000261-08,5,T32,AG,261,8,,,1859473,"STERN, YAAKOV ",Not Applicable,COLUMBIA UNIVERSITY HEALTH SCIENCES, ,2006,130214
NEUROPSYCHOLOGY AND COGNITION IN AGING,NIA,6887717,5T32AG000261-07,5,T32,AG,261,7,,,1859473,"STERN, YAAKOV ",Not Applicable,COLUMBIA UNIVERSITY HEALTH SCIENCES, ,2005,123786
NEUROPSYCHOLOGY AND COGNITION IN AGING,NIA,6750551,2T32AG000261-06,2,T32,AG,261,6,,,1859473,"STERN, YAAKOV ",Not Applicable,COLUMBIA UNIVERSITY HEALTH SCIENCES, ,2004,148410
ETHICAL ISSUES IN SERVICES RESEARCH,NIAID,6169166,5T15AI007595-02,5,T15,AI,7595,2,,,1897501,"STILES, PAUL G",Not Applicable,UNIVERSITY OF SOUTH FLORIDA, ,2000,89425
ETHICAL ISSUES IN SERVICES RESEARCH,NIAID,2833358,1T15AI007595-01,1,T15,AI,7595,1,,,1897501,"STILES, PAUL G",Not Applicable,UNIVERSITY OF SOUTH FLORIDA, ,1999,69529
ETHICS IN BEHAVIORAL HEALTH SERVICES RESEARCH,NHLBI,6931164,5T15HL007246-03,5,T15,HL,7246,3,,,1897501,"STILES, PAUL G",Not Applicable,UNIVERSITY OF SOUTH FLORIDA, ,2005,98299
ETHICS IN BEHAVIORAL HEALTH SERVICES RESEARCH,NHLBI,6803994,5T15HL007246-02,5,T15,HL,7246,2,,,1897501,"STILES, PAUL G",Not Applicable,UNIVERSITY OF SOUTH FLORIDA, ,2004,162184,
ETHICS IN BEHAVIORAL HEALTH SERVICES RESEARCH,NHLBI,6725988,1T15HL007246-01A1,1,T15,HL,7246,1,A1,,1897501,"STILES, PAUL G",Not Applicable,UNIVERSITY OF SOUTH FLORIDA, ,2003,182112,
ETHICAL ISSUES IN SERVICES RESEARCH,NHLBI,6372861,8T15HL069789-03,8,T15,HL,69789,3,,,1897501,"STILES, PAUL G",Not Applicable,UNIVERSITY OF SOUTH FLORIDA, ,2001,68250,
OSTEOPATHIC MANIPULATIVE MEDICINE,NCCAM,6769332,5K30AT000067-05,5,K30,AT,67,5,,,1912640,"STOLL, SCOTT T",Not Applicable,UNIVERSITY OF NORTH TEXAS HLTH SCI CTR, ,2004,274472,
OSTEOPATHIC MANIPULATIVE MEDICINE,NCCAM,6630530,5K30AT000067-04,5,K30,AT,67,4,,,1912640,"STOLL, SCOTT T",Not Applicable,UNIVERSITY OF NORTH TEXAS HLTH SCI CTR, ,2003,274472,
OSTEOPATHIC MANIPULATIVE MEDICINE,NCCAM,6533070,5K30AT000067-03,5,K30,AT,67,3,,,1912640,"STOLL, SCOTT T",Not Applicable,UNIVERSITY OF NORTH TEXAS HLTH SCI CTR, ,2002,274472,
OSTEOPATHIC MANIPULATIVE MEDICINE,NCCAM,6375403,5K30AT000067-02,5,K30,AT,67,2,,,1912640,"STOLL, SCOTT T",Not Applicable,UNIVERSITY OF NORTH TEXAS HLTH SCI CTR, ,2001,272527,
OSTEOPATHIC MANIPULATIVE MEDICINE,NCCAM,6230433,1K30AT000067-01,1,K30,AT,67,1,,,1912640,"STOLL, SCOTT T",Not Applicable,UNIVERSITY OF NORTH TEXAS HLTH SCI CTR, ,2000,273327,
COMMUNITY OUTREACH CORE,NIMHD,8292975,5P20MD002286-05,5,P20,MD,2286,5,,9001,9274710,"STRIGHT, BARBARA ",Not Applicable,UNIVERSITY OF THE VIRGIN ISLANDS, ,2011,,509558
COMMUNITY OUTREACH CORE,NCMHD,8103127,5P20MD002286-04,5,P20,MD,2286,4,,9001,9274710,"STRIGHT, BARBARA ",Not Applicable,UNIVERSITY OF THE VIRGIN ISLANDS, ,2010,,303589
COMMUNITY OUTREACH CORE,NCMHD,7882589,5P20MD002286-03,5,P20,MD,2286,3,,9001,9274710,"STRIGHT, BARBARA ",Not Applicable,UNIVERSITY OF THE VIRGIN ISLANDS, ,2009,,295255
COMMUNITY OUTREACH CORE,NCMHD,7657438,5P20MD002286-02,5,P20,MD,2286,2,,9001,9274710,"STRIGHT, BARBARA ",Not Applicable,UNIVERSITY OF THE VIRGIN ISLANDS, ,2008,,293438
COMMUNITY OUTREACH CORE,NCMHD,7355754,1P20MD002286-01,1,P20,MD,2286,1,,9001,9274710,"STRIGHT, BARBARA ",Not Applicable,UNIVERSITY OF THE VIRGIN ISLANDS, ,2007,,237961
DIETARY SURVEY INSTRUMENT DEVELOPMENT FOR AN ETHNIC MINO,NCI,6378132,5R03CA088135-02,5,R03,CA,88135,2,,,6418780,"SU, L JOSEPH ",Not Applicable,LOUISIANA STATE UNIV HSC NEW ORLEANS, ,2001,69695,
DIETARY SURVEY INSTRUMENT DEVELOPMENT FOR AN ETHNIC MINO,NCI,6196925,1R03CA088135-01,1,R03,CA,88135,1,,,6418780,"SU, L JOSEPH ",Not Applicable,LOUISIANA STATE UNIV HSC NEW ORLEANS, ,2000,71210,
MID-LIFE WOMEN: PREVENTING UNINTENDED PREGNANCY AND STIS,NICHD,7485572,5R44HD044374-04,5,R44,HD,44374,4,,,6910422,"SWARTZ, LYNNE HG",Not Applicable,"OREGON CENTER FOR APPLIED SCIENCE, INC.", ,2008,276898,
MID-LIFE WOMEN: PREVENTING UNINTENDED PREGNANCY AND STIS,NICHD,7289173,5R44HD044374-03,5,R44,HD,44374,3,,,6910422,"SWARTZ, LYNNE HG",Not Applicable,"OREGON CENTER FOR APPLIED SCIENCE, INC.", ,2007,463480,
MID-LIFE WOMEN: PREVENTING UNINTENDED PREGNANCY AND STIS,NICHD,7110666,2R44HD044374-02,2,R44,HD,44374,2,,,6910422,"SWARTZ, LYNNE HG",Not Applicable,"OREGON CENTER FOR APPLIED SCIENCE, INC.", ,2006,255964,
MID-LIFE WOMEN: PREVENTING UNINTENDED PREGNANCY & STIS,NICHD,6736445,1R43HD044374-01A1,1,R43,HD,44374,1,A1,,6910422,"SWARTZ, LYNNE HG",Not Applicable,"OREGON CENTER FOR APPLIED SCIENCE, INC.", ,2004,148627,
CORE--INVESTIGATOR DEVELOPMENT,NIA,6486615,3P30AG015281-05S1,3,P30,AG,15281,5,S1,9002,1866055,"TAYLOR, ROBERT JOSEPH",Not Applicable,UNIVERSITY OF MICHIGAN AT ANN ARBOR, ,2001,,137803
CORE--INVESTIGATOR DEVELOPMENT,NIA,6484093,5P30AG015281-05,5,P30,AG,15281,5,,9002,1866055,"TAYLOR, ROBERT JOSEPH",Not Applicable,UNIVERSITY OF MICHIGAN AT ANN ARBOR, ,2001,,295641
CORE--INVESTIGATOR DEVELOPMENT,NIA,6353444,3P30AG015281-04S2,3,P30,AG,15281,4,S2,9002,1866055,"TAYLOR, ROBERT JOSEPH",Not Applicable,UNIVERSITY OF MICHIGAN AT ANN ARBOR, ,2000,,295641
CORE--INVESTIGATOR DEVELOPMENT,NIA,6332442,3P30AG015281-04S1,3,P30,AG,15281,4,S1,9002,1866055,"TAYLOR, ROBERT JOSEPH",Not Applicable,UNIVERSITY OF MICHIGAN AT ANN ARBOR, ,2000,,295641
CORE--INVESTIGATOR DEVELOPMENT,NIA,6325709,5P30AG015281-04,5,P30,AG,15281,4,,9002,1866055,"TAYLOR, ROBERT JOSEPH",Not Applicable,UNIVERSITY OF MICHIGAN AT ANN ARBOR, ,2000,,197537
CORE--INVESTIGATOR DEVELOPMENT,NIA,6098786,5P30AG015281-03,5,P30,AG,15281,3,,9002,1866055,"TAYLOR, ROBERT JOSEPH",Not Applicable,UNIVERSITY OF MICHIGAN AT ANN ARBOR, ,1999,,197537
CORE--INVESTIGATOR DEVELOPMENT,NIA,6267758,1P30AG015281-02,1,P30,AG,15281,2,,9002,1866055,"TAYLOR, ROBERT JOSEPH",Not Applicable,UNIVERSITY OF MICHIGAN AT ANN ARBOR, ,1998,,191808
CORE--INVESTIGATOR DEVELOPMENT,NIA,6234651,1P30AG015281-01,1,P30,AG,15281,1,,9002,1866055,"TAYLOR, ROBERT JOSEPH",Not Applicable,UNIVERSITY OF MICHIGAN AT ANN ARBOR, ,1997,,183904
PREDICTORS OF LONG TERM CARE USE--ETHNICITY VS CLASS,NIA,2052380,5R01AG011171-03,5,R01,AG,11171,3,,,1955606,"TENNSTEDT, SHARON L",Not Applicable,"NEW ENGLAND RESEARCH INSTITUTES, INC.", ,1994,216844,
PREDICTORS OF LONG-TERM CARE USE--ETHNICITY VS. CLASS,NIA,3123163,5R01AG011171-02,5,R01,AG,11171,2,,,1955606,"TENNSTEDT, SHARON L",Not Applicable,"NEW ENGLAND RESEARCH INSTITUTES, INC.", ,1993,221856,
PREDICTORS OF LONG-TERM CARE USE--ETHNICITY VS. CLASS,NIA,3123162,1R01AG011171-01,1,R01,AG,11171,1,,,1955606,"TENNSTEDT, SHARON L",Not Applicable,"NEW ENGLAND RESEARCH INSTITUTES, INC.", ,1992,212535,
DISCLOSURE PREFERENCES OF OLDER LATINOS WITH ADVANCED CANCER & THEIR CAREGIVERS,NINR,8970485,1R21NR014305-01A1,1,R21,NR,14305,1,A1,,8213417,"TORRES, ISABEL ",Not Applicable,UNIVERSITY OF HOUSTON, ,2015,240512,
RACE SOCIALIZATION; INTERRACIAL CONTACT; AND STUDENTS' STRESS AND DEVELOPMENT,NICHD,7569024,5F32HD055772-03,5,F32,HD,55772,3,,,8080916,"TRAWALTER, SOPHIE ",Not Applicable,NORTHWESTERN UNIVERSITY, ,2009,17993,
RACE SOCIALIZATION; INTERRACIAL CONTACT; AND STUDENTS' STRESS AND DEVELOPMENT,NICHD,7387391,5F32HD055772-02,5,F32,HD,55772,2,,,8080916,"TRAWALTER, SOPHIE ",Not Applicable,NORTHWESTERN UNIVERSITY, ,2008,46826
RACE SOCIALIZATION; INTERRACIAL CONTACT; AND STUDENTS' STRESS AND DEVELOPMENT,NICHD,7275523,1F32HD055772-01,1,F32,HD,55772,1,,,8080916,"TRAWALTER, SOPHIE ",Not Applicable,NORTHWESTERN UNIVERSITY, ,2007,44846
NYU CENTER FOR THE STUDY OF ASIAN AMERICAN HEALTH,NIMHD,8656061,5P60MD000538-12,5,P60,MD,538,12,,,7860791,"TRINH-SHEVRIN, CHAU ",Not Applicable,NEW YORK UNIVERSITY SCHOOL OF MEDICINE, ,2015,1372082
NYU CENTER FOR THE STUDY OF ASIAN AMERICAN HEALTH,NIMHD,8786213,3P60MD000538-11S2,3,P60,MD,538,11,S2,,7860791,"TRINH-SHEVRIN, CHAU ",Not Applicable,NEW YORK UNIVERSITY SCHOOL OF MEDICINE, ,2014,104126
NYU CENTER FOR THE STUDY OF ASIAN AMERICAN HEALTH,NIMHD,8735375,3P60MD000538-11S1,3,P60,MD,538,11,S1,,7860791,"TRINH-SHEVRIN, CHAU  ","REY, MARIANO J",NEW YORK UNIVERSITY SCHOOL OF MEDICINE, ,2013,566633
NYU CENTER FOR THE STUDY OF ASIAN AMERICAN HEALTH,NIMHD,8504498,5P60MD000538-11,5,P60,MD,538,11,,,7860791,"TRINH-SHEVRIN, CHAU ",Not Applicable,NEW YORK UNIVERSITY SCHOOL OF MEDICINE, ,2013,1269730
NYU CENTER FOR THE STUDY OF ASIAN AMERICAN HEALTH,NIMHD,8264414,2P60MD000538-10,2,P60,MD,538,10,,,7860791,"TRINH-SHEVRIN, CHAU  ","REY, MARIANO J",NEW YORK UNIVERSITY SCHOOL OF MEDICINE, ,2012,1409742
MULTICULTURAL OUTREACH FOR HIV /AIDS /DRUG RISKS,NIDA,2721392,3U01DA007295-05S2,3,U01,DA,7295,5,S2,,1863807,"TROTTER, ROBERT T",Not Applicable,NORTHERN ARIZONA UNIVERSITY, ,1998,44000
MULTICULTURAL OUTREACH FOR HIV /AIDS /DRUG RISKS,NIDA,2119744,5U01DA007295-05,5,U01,DA,7295,5,,,1863807,"TROTTER, ROBERT T",Not Applicable,NORTHERN ARIZONA UNIVERSITY, ,1995,436974
MULTICULTURAL OUTREACH FOR HIV /AIDS /DRUG RISKS,NIDA,2119743,5U01DA007295-04,5,U01,DA,7295,4,,,1863807,"TROTTER, ROBERT T",Not Applicable,NORTHERN ARIZONA UNIVERSITY, ,1994,543951
MULTICULTURAL OUTREACH FOR HIV/AIDS/DRUG RISKS,NIDA,3550418,5U01DA007295-03,5,U01,DA,7295,3,,,1863807,"TROTTER, ROBERT T",Not Applicable,NORTHERN ARIZONA UNIVERSITY, ,1993,552919
MULTICULTURAL OUTREACH FOR HIV/AIDS/DRUG RISKS,NIDA,3550417,5U01DA007295-02,5,U01,DA,7295,2,,,1863807,"TROTTER, ROBERT T",Not Applicable,NORTHERN ARIZONA UNIVERSITY, ,1992,453701
HIV RISK REDUCTION FOR TEENS IN ALCOHOL TREATMENT,NIAAA,7213434,5R01AA014322-05,5,R01,AA,14322,5,,,6097213,"TUBMAN, JONATHAN G",Not Applicable,FLORIDA INTERNATIONAL UNIVERSITY, ,2007,454522
HIV RISK REDUCTION FOR TEENS IN ALCOHOL TREATMENT,NIAAA,7023079,5R01AA014322-04,5,R01,AA,14322,4,,,6097213,"TUBMAN, JONATHAN G",Not Applicable,FLORIDA INTERNATIONAL UNIVERSITY, ,2006,495903
HIV RISK REDUCTION FOR TEENS IN ALCOHOL TREATMENT,NIAAA,6881593,5R01AA014322-03,5,R01,AA,14322,3,,,6097213,"TUBMAN, JONATHAN G",Not Applicable,FLORIDA INTERNATIONAL UNIVERSITY, ,2005,492412
HIV RISK REDUCTION FOR TEENS IN ALCOHOL TREATMENT,NIAAA,6748420,5R01AA014322-02,5,R01,AA,14322,2,,,6097213,"TUBMAN, JONATHAN G",Not Applicable,FLORIDA INTERNATIONAL UNIVERSITY, ,2004,485697
HIV RISK REDUCTION FOR TEENS IN ALCOHOL TREATMENT,NIAAA,6654731,1R01AA014322-01,1,R01,AA,14322,1,,,6097213,"TUBMAN, JONATHAN G",Not Applicable,FLORIDA INTERNATIONAL UNIVERSITY, ,2003,456802,
PSYCHOTHERAPY FOR DEPRESSED PRIMARY CARE PATIENTS,NIMH,7319640,5K23MH067779-05,5,K23,MH,67779,5,,,6771105,"UEBELACKER, LISA A",Not Applicable,"BUTLER HOSPITAL (PROVIDENCE, RI)", ,2008,181138,
PSYCHOTHERAPY FOR DEPRESSED PRIMARY CARE PATIENTS,NIMH,7143530,5K23MH067779-04,5,K23,MH,67779,4,,,6771105,"UEBELACKER, LISA A",Not Applicable,"BUTLER HOSPITAL (PROVIDENCE, RI)", ,2007,181138,
PSYCHOTHERAPY FOR DEPRESSED PRIMARY CARE PATIENTS,NIMH,6993674,5K23MH067779-03,5,K23,MH,67779,3,,,6771105,"UEBELACKER, LISA A",Not Applicable,"BUTLER HOSPITAL (PROVIDENCE, RI)", ,2006,181137,
PSYCHOTHERAPY FOR DEPRESSED PRIMARY CARE PATIENTS,NIMH,6826803,5K23MH067779-02,5,K23,MH,67779,2,,,6771105,"UEBELACKER, LISA A",Not Applicable,"BUTLER HOSPITAL (PROVIDENCE, RI)", ,2005,181139,
PSYCHOTHERAPY FOR DEPRESSED PRIMARY CARE PATIENTS,NIMH,6724498,1K23MH067779-01A1,1,K23,MH,67779,1,A1,,6771105,"UEBELACKER, LISA A",Not Applicable,"BUTLER HOSPITAL (PROVIDENCE, RI)", ,2004,180712,
SHORT-TERM RESEARCH EDUCATION PROGRAM TO INCREASE DIVERSITY IN HEALTH-RELATED RES,NHLBI,8520391,5R25HL115510-02,5,R25,HL,115510,2,,,6088918,"UKOMADU, CHINWEIKE  ","BIERER, BARBARA E",BRIGHAM AND WOMEN'S HOSPITAL, ,2013,138940,
SHORT-TERM RESEARCH EDUCATION PROGRAM TO INCREASE DIVERSITY IN HEALTH-RELATED RES,NHLBI,8368205,1R25HL115510-01,1,R25,HL,115510,1,,,6088918,"UKOMADU, CHINWEIKE  ","BIERER, BARBARA E",BRIGHAM AND WOMEN'S HOSPITAL, ,2012,78797,
ROLE OF CULTURAL VALUES IN ADOLESCENT SMOKING,NCI,6354639,5P50CA084735-02,5,P50,CA,84735,2,,2,1939020,"UNGER, JENNIFER BETH",Not Applicable,UNIVERSITY OF SOUTHERN CALIFORNIA, ,2000,,216805
ROLE OF CULTURAL VALUES IN ADOLESCENT SMOKING,NCI,6232827,1P50CA084735-01,1,P50,CA,84735,1,,2,1939020,"UNGER, JENNIFER BETH",Not Applicable,UNIVERSITY OF SOUTHERN CALIFORNIA, ,1999,,216805
ACCULTURATION AND DRUG USE IN FAMILY AND PEER CONTEXTS,NIDA,7116162,3R01DA016310-01A1S1,3,R01,DA,16310,1,A1S1,,1939020,"UNGER, JENNIFER BETH",Not Applicable,UNIVERSITY OF SOUTHERN CALIFORNIA, ,2005,31277,
NARCH GRANT AWARDS AT IHS,NIDA,8160132,Y1DA0120-1-0-1,,Y01,,,,,,,Unavailable,Not Applicable,NATIONAL INSTITUTE ON DRUG ABUSE, ,2010,1365901,
NARCH GRANT AWARDS AT IHS,NIDA,8316083,Y1DA0120-2-0-1,,Y01,,,,,,,Unavailable,Not Applicable,NATIONAL INSTITUTE ON DRUG ABUSE, ,2011,1365901,
NARCH GRANT AWARDS AT IHS,NIDA,7921081,Y1DA1036-9-0-1,,Y01,,,,,,,Unavailable,Not Applicable,NATIONAL INSTITUTE ON DRUG ABUSE, ,2009,1317586,
